"Region","Timeslice","EMD","Region_code"
"AS 1","0",0.057479158043861,"AS 1"
"AS 1","0",0.013154193758964,"AS 1"
"AS 1","0",0.010268673300743,"AS 1"
"AS 1","0",0.026152625679969,"AS 1"
"NA 1","0",0.063357517123222,"NA 1"
"NA 1","0",0.057563468813896,"NA 1"
"NA 1","0",0.060486242175102,"NA 1"
"NA 1","0",0.097250252962112,"NA 1"
"NA 1","0",0.110641345381736,"NA 1"
"NA 1","0",0.098018124699592,"NA 1"
"NA 2","0",-0.030647024512291,"NA 2"
"NA 2","0",-0.039891079068184,"NA 2"
"NA 2","0",-0.047137156128884,"NA 2"
"NA 2","0",-0.00725118815898901,"NA 2"
"NA 2","0",-0.030386790633202,"NA 2"
